,CL7R,CT2BIN,CL2R,CL5R,CL1R,DEMOC,MOD,CON,WWWWHITE,FEMALE,COLGRD,SOMCOL,W12WHITE,CL9R,REPUB,INDEP,COMHS,AGE65PLM,CL8R,W2TOTCL,BABS,CD4A_A,PTYID3,CD4A_B,AGE4049M,W12EDUC3,WWWBLACK,AGE5059M,LIB,STRATA,VPROUD,AGE3039,IDEO3,COMPLET2,DOG4R,W1TRUAM2,CT1A,WWWHOMLN,CD7_A,ADVDEG,CENSDIV,INCA,W2CIVLIB,EDUCAT4,CL7,GT2,AGE1829,PROUD,CL2,AGE6064M,CL5,CL10R,INCOME,CL4A,WWWAGEC1,FIP2,CL6B,P17_A,W1STATE,WWWEDU3,WWWEDU5,MEANFR,CL9,FIP1,W12HISP,CL1,WWWHISP,SEC4,CL8,B1,LOPROU,RAC3,W12RACE4,CD8,WWWAGE,W2SECURE,CD6,WWWRACE4,CLPROP,MNDOG,POLINT,WWWRACE3,NEWRACE,LTHS,V1_B,B2,IWER3,FIPCOM,DOG2R,USAWT2RC,WWWBRNUS,DOG6R,RI2_A,DOG3R,DOG5R,DOG1R,DG2,CL10,DG3,CD5A,W3IWER4_A
10,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0000000000000002,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.75,1.0,0.41935483870967727,0.0,0.09090909090909105,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.1428571428571428,1.0,-0.5,-1.0,0.9999999999999998,-0.9999999999999999,-1.0,0.75,0.7407407407407407,1.0,1.0,0.06666666666666687,-0.9999999999999999,-1.0,-1.0,0.0,-1,-0.33333333333333326,-0.9999999999999999,0.0,1.0,-1.0,-0.9999999999999999,-1.0,0.3529411764705881,0.09090909090909105,-1.0,-0.9999999999999999,0.0,-1.0,1.0,-1,-1.0,-1.0,-0.75,0.1428571428571428,-1.0,0.9999999999999999,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.25,0.1428571428571428,-0.25,0.1428571428571428,1
530,-0.972096854048806,-0.972096854048806,1.0,1.0,0.972096854048806,-0.972096854048806,-0.972096854048806,0.972096854048806,-1,-1.0,0.972096854048806,-0.972096854048806,0.972096854048806,1.0,0.972096854048806,-1.0,-1.0,-1.0,1.0,1.0000000000000002,0.972096854048806,-0.972096854048806,-0.972096854048806,0.972096854048806,1.0,0.9860484270244028,-1,-1.0,-1.0,0.9860484270244028,0.972096854048806,-1.0,-0.986048427024403,-1.0,0.9790726405366046,0.2111612583804776,0.3240322846829353,-1.0,-0.7290726405366045,-1.0,-0.3548387096774195,-1.0,0.2803372216230531,0.9906989513496018,0.12691248802788913,-0.013951572975597015,-1.0,-0.972096854048806,0.1428571428571428,-1.0,0.1428571428571428,1.0,-0.2465121067561007,0.4930242135122014,0.0,0.1428571428571428,-0.9790726405366045,-0.7395363202683023,-0.07407407407407407,0.986048427024403,0.4930242135122014,-0.19069895134960158,0.1428571428571428,0.0,-1.0,-0.013951572975597015,-1,-0.33333333333333326,0.1428571428571428,-1.0,-1.0,-0.986048427024403,-0.9906989513496018,-0.9825605337805037,-0.40930266359254186,-0.09851903980487098,-0.1204121597615091,-0.9999999999999999,0.6944444444444999,0.4131787734227508,1.0,-1,-0.986048427024403,-1.0,-0.9965121067561007,-0.9999999999999999,-1.0,-0.1428571428571429,-0.75,-0.6261353739197323,1.0,-0.2604636797316977,-1.0,0.0,-0.7395363202683023,0.0,-0.5,0.1428571428571428,-1.0,0.1428571428571428,1
392,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0000000000000002,1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1.0,-1.0,1.0,1.0,-1.0,0.0,-1.0,1.0,-0.19999999999999996,0.3333333333333335,-1.0,-0.75,-1.0,-0.29032258064516125,-1.0,0.09090909090909105,1.0,0.1428571428571428,0.0,-1.0,-1.0,0.1428571428571428,-1.0,0.1428571428571428,1.0,0.75,-1.0,0.0,-0.9999999999999999,0.5,0.0,0.03703703703703698,1.0,0.5,-0.5999999999999999,0.7142857142857144,-1.0,-1.0,-1.0,-1,-0.33333333333333326,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-0.3529411764705883,0.09090909090909105,-0.11111111111111116,-0.9999999999999999,0.13888888888899986,-0.08333333333334991,0.3333333333333335,-1,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.9999999999999999,-1.0,-0.6251606673547249,1.0,-0.25,-1.0,-1.0,-0.25,-0.75,-0.25,0.1428571428571428,-0.25,0.1428571428571428,1
295,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,1.0,1.0,-1.0,1.0,-1,1.0,-1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,-0.6,-0.33333333333333326,-1.0,0.75,-1.0,0.9999999999999998,-1.0,0.2727272727272727,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,0.1428571428571428,-1.0,-0.9999999999999999,1.0,0.75,0.5,0.33333333333333326,-0.9999999999999999,0.5,0.0,-0.8148148148148148,1.0,0.5,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.33333333333333326,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.02941176470588225,-0.09090909090909083,-1.0,-0.9999999999999999,0.13888888888899986,-1.0,1.0,-1,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.9999999999999999,-1.0,-0.13081710544549352,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.25,0.1428571428571428,-0.25,0.1428571428571428,1
195,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0000000000000002,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,-1.0,-1.0,0.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,0.3333333333333335,-1.0,-0.75,1.0,0.35483870967741926,0.75,-0.2727272727272727,1.0,0.1428571428571428,0.0,-1.0,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,1.0,1.0,0.0,0.9999999999999998,-0.9999999999999999,0.75,-0.75,0.0,1.0,1.0,-0.8666666666666666,-0.9999999999999999,0.5,-1.0,-1.0,-1,0.3333333333333335,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,-0.25,0.6470588235294117,0.4545454545454546,-0.11111111111111116,-0.9999999999999999,-0.5,-0.08333333333334991,0.3333333333333335,-1,-1.0,-1.0,-1.0,-0.9999999999999999,0.0,0.7142857142857141,-0.75,-1.0,1.0,-0.75,-1.0,-1.0,-0.25,-0.5,-0.5,0.1428571428571428,-0.25,0.1428571428571428,1
432,0.7705080540932496,0.7705080540932496,0.7705080540932496,0.7705080540932496,0.7705080540932496,1.0,-0.7705080540932496,-1.0,-1,0.7705080540932496,0.7705080540932496,-1.0,-1.0,1.0,-1.0,-1.0,-0.7705080540932496,-0.7705080540932496,1.0,1.0000000000000002,0.7705080540932496,1.0,1.0,-1.0,-1.0,0.7705080540932494,1,-1.0,0.7705080540932496,-0.8852540270466247,1.0,-1.0,0.8852540270466247,-1.0,-0.7705080540932496,-1.0,-0.25683601803108314,0.7705080540932496,0.75,-1.0,-0.3548387096774195,-0.8852540270466248,0.7347302014884545,0.8470053693954998,-0.8688617451961426,-1.0,0.7705080540932496,-1.0,0.01171888805328547,-1.0,0.01171888805328547,1.0,0.3278810405699373,0.5286864932383437,-0.7705080540932496,-0.8688617451961426,0.5,0.6639405202849686,-0.40740740740740744,0.8852540270466247,0.3852540270466247,-0.062304832455949644,0.1428571428571428,0.0,-1.0,0.0,-1,-0.4098306486355834,0.1428571428571428,0.0,-1.0,0.0,-0.33333333333333326,-0.05737298647668765,-0.7304832710911212,-0.5529120196702726,-0.8215062642947497,-0.33333333333333326,0.8852540270466251,-0.44262701352331235,1.0,0,0.0,-1.0,-0.75,0.1428571428571428,0.0,0.3630023011694997,-1.0,-1.0,1.0,-0.2213135067616563,-1.0,-1.0,-0.8852540270466248,-0.33605947971503136,-0.25,0.1428571428571428,-0.25,-0.8688617451961426,1
505,-0.9772323088248978,-0.9772323088248978,1.0,1.0,1.0,-1.0,-0.9772323088248978,0.9772323088248978,1,0.9772323088248978,-1.0,-0.9772323088248978,1.0,1.0,0.9772323088248978,-0.9772323088248978,0.9772323088248978,-1.0,1.0,1.0000000000000002,-1.0,-1.0,-0.988616154412449,1.0,-1.0,-0.988616154412449,-1,1.0,-1.0,1.0,1.0,-1.0,-0.988616154412449,-1.0,-1.0,0.5817858470599182,0.9848215392165987,-1.0,-0.7528459613968878,-1.0,-0.9215294796023569,-1.0,0.8181818181818183,-0.3257441029416326,0.12984703361422745,-1.0,-1.0,-1.0,0.1428571428571428,-1.0,0.1428571428571428,-0.9772323088248978,-0.25,-0.9829242316186733,0.33333333333333326,-0.9999999999999999,-0.011383845587551011,-0.7414621158093366,0.2967179202069463,0.0,-0.4943080772062245,-0.20151784607834,0.1428571428571428,-0.9886161544124489,-1.0,0.0,-1,-0.3257441029416326,0.1428571428571428,-0.9886161544124489,-1.0,-1.0,-0.9999999999999999,-1.0,0.0013392759514763153,-0.6363636363636362,-0.7777777777777778,-0.9999999999999999,0.4233072432594873,0.16476935906872514,0.3333333333333335,-1,-1.0,-1.0,-0.7528459613968878,-0.9999999999999999,-0.011383845587551011,0.9934949453785421,-0.25,-0.19722884428236553,1.0,-0.00853788419066337,-1.0,-0.9914621158093366,-0.2556919227937755,0.0,-0.75,-0.9869898907570843,-0.2556919227937755,0.1428571428571428,1
492,-0.16271785454651555,-0.16271785454651555,0.16271785454651555,1.0,0.16271785454651555,-0.16271785454651555,-1.0,1.0,1,-0.16271785454651555,-1.0,-0.16271785454651555,1.0,1.0,-1.0,0.16271785454651555,0.16271785454651555,-1.0,1.0,1.0000000000000002,-1.0,-1.0,0.418641072726742,1.0,0.16271785454651555,-0.5813589272732578,-1,-1.0,-1.0,1.0,-0.16271785454651555,-0.16271785454651555,-1.0,-0.16271785454651555,0.08135892727325778,-0.6650871418186062,0.44181190303101037,-1.0,0.3139808045450567,-1.0,-0.29032258064516125,-0.16271785454651555,0.3784288958678652,-0.054239284848838665,-0.335589797401991,-0.4186410727267422,-1.0,0.16271785454651555,-0.335589797401991,-1.0,0.1428571428571428,1.0,0.2733013409084277,0.0,-0.1395470242422474,-0.521553059740866,-0.37203839090988666,-0.75,-0.03703703703703698,0.0,-0.2906794636366289,0.44497095272713105,0.1428571428571428,0.0,-1.0,-0.4186410727267422,-1,-0.33333333333333326,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,-0.7093205363633711,-0.4363906513368674,-0.19661071404968322,-0.390205159595606,-0.9999999999999999,0.4651132439394732,0.13757261818216215,-0.054239284848838665,-1,-1.0,-1.0,-0.16271785454651555,-0.9999999999999999,-0.4186410727267422,0.18934795844186147,-0.1453397318183145,-0.6377953930438804,1.0,-0.5639808045450567,-1.0,-0.1046602681816855,-0.8546602681816855,-0.4593205363633711,-0.8546602681816855,0.1428571428571428,-0.8953397318183145,0.1428571428571428,1
486,1.0,1.0,0.8560514406210264,1.0,0.8560514406210264,-0.8560514406210264,1.0,-1.0,1,1.0,1.0,-1.0,1.0,1.0,-1.0,0.8560514406210264,-1.0,-1.0,1.0,1.0000000000000002,0.8560514406210264,-1.0,0.07197427968948666,1.0,-1.0,1.0,-1,1.0,-1.0,1.0,0.8560514406210264,-1.0,0.0,-1.0,-1.0,-1.0,-0.9520171468736754,-1.0,0.053980709767115,-0.8560514406210264,-0.935483870967742,-1.0,0.6232774036928208,1.0,-0.9999999999999999,-1.0,-1.0,-0.8560514406210264,0.06060082321201521,-1.0,0.1428571428571428,1.0,0.696019290232885,-1.0,0.33333333333333326,-0.9999999999999999,0.3920385804657698,0.0,0.2962962962962963,1.0,0.5359871398447433,-0.29494705083227357,0.1428571428571428,-1.0,-1.0,-0.07197427968948666,-1,-0.9520171468736754,0.1428571428571428,-0.9280257203105132,-1.0,-1.0,-0.9999999999999999,-0.9280257203105132,0.056706638832662026,-0.4414592218746387,-0.15909396423743571,-0.9999999999999999,0.7320064300776283,-0.5953290466149299,0.3333333333333335,-1,-1.0,-1.0,-0.75,0.1428571428571428,0.0,0.9999999999999999,-1.0,-1.0,1.0,-0.9460192902328849,-1.0,-0.7679935699223717,-1.0,-0.07197427968948666,-0.25,0.1428571428571428,-0.48200643007762833,0.1428571428571428,1
242,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0000000000000002,-1.0,1.0,1.0,-1.0,-1.0,0.0,1,-1.0,-1.0,0.0,1.0,-1.0,0.0,-1.0,0.5,-1.0,-0.33333333333333326,-1.0,0.75,-1.0,0.41935483870967727,-1.0,0.4545454545454546,0.3333333333333335,0.1428571428571428,0.0,-1.0,-1.0,0.1428571428571428,-1.0,0.1428571428571428,1.0,-0.25,-1.0,0.9999999999999998,-0.9999999999999999,-1.0,0.0,-0.2222222222222222,0.0,0.0,0.4666666666666668,0.1428571428571428,0.0,-1.0,0.0,-1,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,0.0,-0.33333333333333326,-1.0,0.3529411764705881,-0.2727272727272727,0.5555555555555554,-0.33333333333333326,0.5,0.75,0.3333333333333335,0,0.0,-1.0,-1.0,-0.9999999999999999,0.0,0.4285714285714285,0.0,-1.0,1.0,0.0,-1.0,-0.25,-0.25,0.0,-1.0,0.1428571428571428,-0.75,0.1428571428571428,1
